Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2006","2006","t","1408854","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2007","2007","kg/ha","518.4","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2007","2007","t","1229908","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2008","2008","kg/ha","601.1","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2008","2008","t","1382441","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2009","2009","kg/ha","562.1","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2009","2009","t","1223153","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2010","2010","kg/ha","571.1","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2010","2010","t","1301347","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2011","2011","kg/ha","562.8","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2011","2011","t","1511255","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2012","2012","kg/ha","541.1","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2012","2012","t","1485882","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2013","2013","kg/ha","530.5","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2013","2013","t","1448992","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2014","2014","kg/ha","531","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2014","2014","t","1637777.56","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2015","2015","kg/ha","519.4","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2015","2015","t","1796000","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2016","2016","kg/ha","515.7","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2016","2016","t","1634000","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2017","2017","kg/ha","510.7","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2017","2017","t","2034000","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2018","2018","kg/ha","518.9","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2018","2018","t","2113189","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2019","2019","kg/ha","518.7","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2019","2019","t","2235043","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2020","2020","kg/ha","510.5","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2020","2020","t","2200000","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2021","2021","kg/ha","504.6","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2021","2021","t","2228459","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2022","2022","kg/ha","500.2","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2022","2022","t","2358991","A","Official figure",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5412","Yield","01640","Cocoa beans","2023","2023","kg/ha","496.2","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01640","Cocoa beans","2023","2023","t","2377442.05","I","Imputed value",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1961","1961","kg/ha","464.7","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1961","1961","t","34850","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1962","1962","kg/ha","443.1","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1962","1962","t","33230","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1963","1963","kg/ha","475.4","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1963","1963","t","38036","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1964","1964","kg/ha","515.3","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1964","1964","t","41223","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1965","1965","kg/ha","357.1","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1965","1965","t","25000","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1966","1966","kg/ha","373.2","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1966","1966","t","27990","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1967","1967","kg/ha","345.4","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1967","1967","t","25908","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1968","1968","kg/ha","363.5","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1968","1968","t","27266","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1969","1969","kg/ha","368.9","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1969","1969","t","25823","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1970","1970","kg/ha","360.2","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1970","1970","t","37924","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1971","1971","kg/ha","360","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1971","1971","t","32470","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1972","1972","kg/ha","354.9","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1972","1972","t","36093","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1973","1973","kg/ha","359","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1973","1973","t","35900","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1974","1974","kg/ha","357.9","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1974","1974","t","38300","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1975","1975","kg/ha","350","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1975","1975","t","30909","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1976","1976","kg/ha","349.9","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1976","1976","t","33100","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1977","1977","kg/ha","350","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1977","1977","t","34474","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1978","1978","kg/ha","391.8","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1978","1978","t","36960","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1979","1979","kg/ha","359.6","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1979","1979","t","35916","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1980","1980","kg/ha","299.8","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1980","1980","t","28481","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1981","1981","kg/ha","329.1","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1981","1981","t","31920","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1982","1982","kg/ha","258.7","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1982","1982","t","34921","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1983","1983","kg/ha","305.9","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1983","1983","t","42826","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1984","1984","kg/ha","340.8","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1984","1984","t","42596","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1985","1985","kg/ha","294","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1985","1985","t","34506","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1986","1986","kg/ha","285.3","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1986","1986","t","36231","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1987","1987","kg/ha","240.6","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1987","1987","t","43102","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1988","1988","kg/ha","319.1","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1988","1988","t","41481","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1989","1989","kg/ha","409","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1989","1989","t","48668","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1990","1990","kg/ha","356.7","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1990","1990","t","43157","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1991","1991","kg/ha","401.1","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1991","1991","t","48860","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1992","1992","kg/ha","416.3","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1992","1992","t","50376","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1993","1993","kg/ha","446.1","E","Estimated value",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1993","1993","t","53980","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1994","1994","kg/ha","492.8","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1994","1994","t","62385.29","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1995","1995","kg/ha","387.6","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1995","1995","t","59397.9","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1996","1996","kg/ha","459.7","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1996","1996","t","62937.81","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1997","1997","kg/ha","370.3","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1997","1997","t","52455.59","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1998","1998","kg/ha","387","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1998","1998","t","59291.48","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","1999","1999","kg/ha","236.7","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","1999","1999","t","25861.38","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2000","2000","kg/ha","242.2","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2000","2000","t","37107.09","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2001","2001","kg/ha","357","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2001","2001","t","44908.01","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2002","2002","kg/ha","361.5","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2002","2002","t","45468","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2003","2003","kg/ha","371.2","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2003","2003","t","46697.72","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2004","2004","kg/ha","376.2","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2004","2004","t","47317.56","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2005","2005","kg/ha","204.7","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2005","2005","t","31361","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2006","2006","kg/ha","299.7","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2006","2006","t","45912.23","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2007","2007","kg/ha","275.1","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2007","2007","t","42154.31","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2008","2008","kg/ha","295.6","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2008","2008","t","45291","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2009","2009","kg/ha","358.9","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2009","2009","t","54994","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2010","2010","kg/ha","380.7","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2010","2010","t","58334","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2011","2011","kg/ha","354.3","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2011","2011","t","54279","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2012","2012","kg/ha","478.5","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2012","2012","t","72225","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2013","2013","kg/ha","450.6","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2013","2013","t","68020.57","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2014","2014","kg/ha","463.2","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2014","2014","t","69913.3","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2015","2015","kg/ha","500.2","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2015","2015","t","75499.98","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2016","2016","kg/ha","538.3","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2016","2016","t","81245.84","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2017","2017","kg/ha","573.7","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2017","2017","t","86599","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2018","2018","kg/ha","561.2","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2018","2018","t","85991.33","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2019","2019","kg/ha","504.2","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2019","2019","t","76112.56","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2020","2020","kg/ha","449.1","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2020","2020","t","77681.23","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2021","2021","kg/ha","454.4","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2021","2021","t","70630.86","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2022","2022","kg/ha","454.4","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2022","2022","t","88655.67","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5412","Yield","01640","Cocoa beans","2023","2023","kg/ha","453.9","A","Official figure",""
"QCL","Crops and livestock products","214","Dominican Republic","5510","Production","01640","Cocoa beans","2023","2023","t","65930.13","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1961","1961","kg/ha","154.1","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1961","1961","t","1031","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1962","1962","kg/ha","121.6","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1962","1962","t","897","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1963","1963","kg/ha","123.7","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1963","1963","t","824","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1964","1964","kg/ha","123.3","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1964","1964","t","945","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1965","1965","kg/ha","131.7","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1965","1965","t","1110","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1966","1966","kg/ha","150.6","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1966","1966","t","1172","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1967","1967","kg/ha","134.4","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1967","1967","t","1233","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1968","1968","kg/ha","127.1","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1968","1968","t","1204","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1969","1969","kg/ha","175.6","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1969","1969","t","1763","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1970","1970","kg/ha","214.4","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1970","1970","t","1738","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1971","1971","kg/ha","219.3","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1971","1971","t","2009","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1972","1972","kg/ha","169.8","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1972","1972","t","1801","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1973","1973","kg/ha","225.4","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1973","1973","t","1813","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1974","1974","kg/ha","369","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1974","1974","t","3191","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1975","1975","kg/ha","531.6","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1975","1975","t","3921","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1976","1976","kg/ha","444.2","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1976","1976","t","3909","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1977","1977","kg/ha","429.7","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1977","1977","t","4816","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1978","1978","kg/ha","437.8","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1978","1978","t","5496","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1979","1979","kg/ha","539.5","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1979","1979","t","8632","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1980","1980","kg/ha","531.3","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1980","1980","t","10284","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1981","1981","kg/ha","583.9","E","Estimated value",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1981","1981","t","13137","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1982","1982","kg/ha","750.4","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1982","1982","t","17260","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1983","1983","kg/ha","677.2","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1983","1983","t","19640","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1984","1984","kg/ha","615.2","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1984","1984","t","26502","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1985","1985","kg/ha","999.2","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1985","1985","t","33798","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1986","1986","kg/ha","678","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1986","1986","t","34327","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1987","1987","kg/ha","813.9","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","1987","1987","t","50199","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5412","Yield","01640","Cocoa beans","1988","1988","kg/ha","737.5","A","Official figure",""
